artist,song name,genre,lyrics
boogie down productions,breath control,hip hop,tell bout crew know call boogie productions steal larock krsone dnice know know know know krsone check breath control example appeal criminal mind blind open eye stop dissin prescription listen class real fast fresh gettin leave keep accept material rhyme artificially flavor like cereal like clarity come speak clear concise little slack wack slap fuck boogie productions simply cause leave radical sound mess roll fess wild guess think best turn burn rhyme immediately come boomin dope provoke walkin rope rope word lookin string sing sing bring enlightenment suckers bitin radio fightin fan likin face wipin cause mouth dirty unworthy think serve hear style universal need rehearsal beef rhyth rhymin timin climbin realize producer dope record think time break second breath control break track resume attack crew wack lack mean like play style rockin radical rebel level go know mean doom boom consume room fraction capital krsone bdbdbdbdp takin constantly deal wheel steal come kneel queen playboy wack feel understand jam krsone slam hypothetically reality takin small technicality rhyme like rhyme like come handy diss soft silly budget sucker like style need house shelf label sucker style like
einstein,the tables are turnin',hip hop,share hard time niggas serve hard time involve niggas lose live hollywood pass nearly lose mind roll traffickers work maximas stretch nervous ask bitch purpose gotta search ask question decide hoe fuck shop thug thug shit turn niggas deep thug shit money fuck little nigga touch little move home fuck little feel know guess write recognize quoteable lap loneliest time survive loneliest nights think struggle time survive nickel dime bread world shoot bitch best friends talk show everybody walk party club function leave bring discussions fuck best friends talk abortions little girls hair braid porches promise share losses baby daddy pass share losses get cnotes hoppers death irish hoe deep throat yeah beef know anybody know flow miami bitch know nice entourage lock mint wonder bras club miss lap know funny table turn move forward thank lessons learn strip club step stone stage pay wasn second home somebody shit streets roll wrap late nights shit beach bring blue baby jeans shit tall body guy underneath bottle feet scream tryna club show time face think disappoint fell fell accept wouldn tell try cell lap
the original squad,all the blacks,hip hop,close light glow go eye good life reason go live die start walk hearts lose like wither leave fall late realize lose start walk hearts lose
asher d,bite of love,hip hop,leave live watch dream turn ash hop bits go fool care live maintemant vaisje faire tout temps sera tous gens indiffèrent maintenant parti go fool care live goodbye
asher d,we are the champions,hip hop,shit shit shit shit shit shit shit shit shit
chris biscuit,rhymes to kill,hip hop,start begin list mean situation lacin mics recreation studio pacin need question work wastin time time rhyme dime vacay sttropez want make time real talk homie girl talk bond thinkin makin hit culture marry game mixtape altar fame need cost play sick team rain want rain know doin movin money grind hard listen get nothin cookin holla yeah yeah block tell know tell yeah pretty ladies hookin holla yeah yeah girls tell know tell yeah kill backwoods damn boogie bitch hood stand couch table bottle like yolo know motto model clean number sixes step freshest table bitch state state city city witness lebron witness niggas jump business niggas business come home venice poke bitch overseas drinkin eatin smokin enjoyin tradition trick pokin potent delicious know freezy buzz wanna miss know freezy rush wanna risk waitin curb say hear niggas wanna like wifey fuck like mistress gunners special mission city need piece biscuits come leavin little mami smokin sippin
nice & smooth,hip hop junkies,hip hop,funky funky rhyme funky style funky funky rhyme funky funky style funky rhyme funky funky style funky rhyme funky funky style rickety rocket favorite cartoon marriage honeymoon damn spoon love popeye goon ladies body flow send chill spine like eskimo backstage pass funky come kiss mistletoe nice life like fairy tale orca great whale know girl break scale tell tell clientele excel take little test pass fail brake need skin wanna nice smooth funky hiphop junkies wanna nice smooth funky hiphop junkies wanna funky funky rhyme funky funky style funky rhyme funky funky style funky funky rhyme funky funky style funky rhyme funky funky style outta call nice cause wasn late skin come block cause harder say nice girl name annazette annazette teacher sure gonna come say smooth fret twive keep tall dope step come hat nice girl say smooth skin cause begonia dress warm catch pneumonia rhyme stronger ammonia cubic zirconia nice smooth funky hiphop junkies wanna nice smooth funky hiphop junkies wanna nice smooth funky hiphop junkies wanna nice smooth funky hiphop junkies wanna nice smooth funky hiphop junkies wanna
diamond & the psychotic neurotics,k.i.s.s. (keep it simple stupid),hip hop,go zulu nation wellsituated cause know hand stand firm wreck shit learn flow breath sould step leave style abstract form definite picture like play erisson nice like inflation yeah shoot gift radio station walk uptown dalmation hungry eat kennel ration good vibrations rockies appalachians skin nation budge menstration yeah swim ride saddle shoemaker hype slammin track rush proof pudding hush smirk lips audacity minutes warn skills possess capacity catch wreck like cassidy sleep moneygrip fry dead like hire word brothers start shake crate create hype plate rotate flavor cake yeah tick like timex reach climax blame boogie blame rhythm blame vibe smoke newports toked marlboro boogie proud cause borough fivesecond beat repeat spread triborough live lovely teriffic wicked like pickett come come friend live gonna live senior citizen shit come musical journey need ticket cause kick like pele heyday go butterball cousin head cause smart rolex absorb beat like kotex funky like word rhyme brain tick brothers bump tape shit hear year past year ring bell cashier go notty dreadlocks lose bet topic rocket pocket minutes change better stop gotta shout gman control peace
diamond & the psychotic neurotics,"shut the ""*!*!"" up",hip hop,shit shit hello baby hello shut shut shut fuck mother beat beat shut shut shut fuck mother shut shut shut fuck foot inside hahaha say moms look like yeeeow
diamond & the psychotic neurotics,lunchroom chatter,hip hop,come snap everybody come everybody snap fuck shut nigga mother poor play monopoly ask nigga like like like excuse excuse comb hair excuse moms dumb throw floor miss shut nigga mother black fuck dark open eye think train come
diamond & the psychotic neurotics,last car on the 2 train,hip hop,nigga breath smell like thousand shit wasn funny catch muthafucka mouse trap wasn funny breath smell funny stop talk lisp muthafucka talk lisp ears hear blurry shit blup blup blup snake muthafucka
lighter shade of brown,intro,hip hop,stroll ease beatin face place place wanna taste world good life society reality equal casualty dippin need trippin clippin tap cause boom steady hittin reminiscin bout days safe cruise days bite lose deserve static gonna tragic gotta dippin ride havin great time street bustin rhyme buggin girlies corner know treat like foreigner steady feelin vibe alright dippin ride ride ride ride ride ride ride ride ride ride ride late night dippin like like veteran street lounge seat stroll time keep skippin life hard cause trippin livin like come dippin neighborhood coolin homies lookin good pocket benjamins sittin like macks believe pump brake pump know talk bout think serve feel vibe bumpin hooride switch ride strip cruisin bout glance leave homey hayra homey whats hap night party goin sure women sure bring jeep cause girls whoa forget chillin shoot breeze come partner sittin stroll steady glidin right pull stop light check right cause get sweat fool black white roll straight spot bust leave hit steady feelin vibe alright dippin ride fade
diamond & the psychotic neurotics,a view from the underground,hip hop,yeah gangsta tire mother fuckin bullshit rappers gettin dope deal suck know sayin hell
diamond & the psychotic neurotics,"comments from big ""l"" and showbiz",hip hop,muthafuckin know sayin real wickwack bullshit go peace correct rude bwoy showbiz showbiz like chop head anybody commercialize peace real come rewind
kris kross,live and die for hip hop,hip hop,check check devote life rockin mics gettin crowd lift pant backwards cause want different keep crease timepiece bertolucci house honey sportin gucci cuttin coochie girlfriend luxury swim macadocious sexy setter trend know make dividends millions people jump jump jump jump choose nigga step delete undefeated thang body rest chest fill smoke yolkin niggas collar follow cause dollars makin sense common money diamonds endangerin species woman like gee remorse steady smokin plenty grass brat commence baddest baby roll smoke high see know live things slang breakin mics destroyin crew yacht party daddy world chill real field work consist thuggish niggas sayin pistol life wouldn trade nothin better wakin wanna sportin boogie leather autograph bubble bath fivestar hotels click super everybody gettin mail safety face powder chowder real nigga figure rhyme like coke smoke effect infrared scope smackin actin tough tinactin fall hood increase brain stack end seventeens benz burner thigh niggas tell goin turnin want feel thang inside body game like gotti hittin hook shots like vlade niggas little liberace lady lover like lethal weapon glover nothin foolass crew
diamond & the psychotic neurotics,what you seek,hip hop,holy mackerel alright check grab commence shit papes pock cause dipshit flip script like brando game cali break pimp pushin bush mean fake funk morgue home slice play ceelo dice wear hoodie store cause goodies treat beat jeep nikes feet everybody gather pay like want flip shit strictly matter cause sense bluff cook like stave stuff stay ball steal yeah like know shit seek brotha know flow know cause play trick hunt point search beat call shoot gift hit like gotta cause like shit elevate like escalator hold head test later come shuttin shit like hell bullshit save decide pursue career hiphop happen people assume recline boom like gamble play horse know boss yeah know chubby envious friends wonder hell blow fast slow turtle chick girdle sittin eatin bogey video start sweatin oldies life need live trife smooth butter like call phife calm collect cool respect things hectic antiseptic real hiphop head like bacon slab chicken kentucky brothers pocket cause stunt wanna
diamond & the psychotic neurotics,step to me,hip hop,everybody wait slip happen cause swift prop albuquerque like piece beef jerky yeah start deep sweep creep beef sweat cause vocals couldn pair bifocals soul gold role commercial worry cause easy feet grind lose edge homework jump ledge stop clock cause rap sloppy think pull like bandit brothers stand hell deal rhyme dope beat appeal vast majority yeah kick flavor waiver college straight comfort like sealy posturepedic sound profound beat baseball cause trick like hear rumor know true tell fuddy duddy think busy step word swing rhythm light turn green systems cause scene stand strong long sing song come everybody best keep secret title fit yeah steal quickness like grandpa quick grit comparison like command stand funk hiphop gonna shop dough like like start riffin jealousy motherfucker like smucker play like sucker cause flow best brothers twist lips suggest sleep cause fuck flinch cause leave stick knowledge inferior yeah record sell nigeria diggin crate like maniac song come reaction move head dope nuff say bring light leave dead stinkin like know knock motherfuckers picture selfesteem jeopardy step
en vogue,hip hop lover,hip hop,drop stop stop know comin free style club vogue country mile dope combat boot comin cutie pies know vogue cause jerkin dance stare laugh dance look pass dance thang night remember girlfriends break club minute step ask dance floor hittin strong know conversation little young leather combat sales wear clothe insideout mental funky step think cute hook come harder yeah head politely ask walk playng good minute blink eye sneak little kiss swing quick smack miss beat drop like drop stop stop baby drop stop stop
diamond & the psychotic neurotics,best kept secret,hip hop,like waterloo tell gonna like flab possess gift shoot like jammy girls panties grammy maybe chill like pope mope cause know shit dope like columbian fish scale prop like better cause brothers girl say small wanna upside head feel intimidate things say cause pay know take rest lay like popcorn butter aaaayo stutter fall track wack fact black best keep secret yeah shut fuck peep raise rapper try diss crush motherfucker write rhyme produce shit yeah fuck nope beat flip flavor niggas wanna cool cause know skills demonstrate ahem dapper shake hand flam like stunt lose cunt grand slam bunt base load ninth step plate cause know shit great walk street beat gotta cheese couple know throw little somethin troop funky bassline hype loop thousand record crib hustle people nonstop prop like know pass yeah best keep secret deadlier myers style embrace like pair pliers sweat cause pedigree word official like piece tissue ruff rugged stronger bounty york city bronx county learn best rest fess gettin book fillmore locate village kill skillet cease cause sharp crease be grease dread instead want kick step pick reap reap best keep secret
diamond & the psychotic neurotics,i went for mine,hip hop,guess thousand scheme arrest guess cause young black intelligent relevant vision clear wear contact good lawyer short contract beat select highest scrutiny play mutiny cause destiny brothers testin hear best remember thing aiyo thing chicken wing yeah listen chitchat sweet kitkat beat jazzy crate need loop add flute come grab doublechecked loose end object song head movin good act sign album come say manm record waste time fact go go aiyo go go overcome hurdle like plan know break sweat move like xlax aiyo win breather cause acid lake placid like kangaroo jump gang show thang cause chump clock note cause rump grant grow project wear taylors chinese mock neck come long days go go past future better pass moët cream armaretto peace nice rest homies zulu nation foundation watchin lose space forget cause totally commit slammin joint prove point waste time word cause go know stop know cause drop go aiyo go sister house go showbiz lord finesse
lighter shade of brown,hip hop locos,hip hop,locos bake like boston bean fartin vocals laxative shit pass like disapprove swing underground thing thing gotta come hard face switch ways versatile learn definition money sucka dissin scene hectic end start group today chart wrong prefer funk better real getter stand spotlight come bros throw locos hippity hippity locos hippity hippity locos song cause know go listen flow skills know tell check think flow rhyme excite write produce want respect cause static raise cause fight time begin get fist chin work pound pound hold come nothin come throwin like like spit game rush fill everybody gather round peep vocal know locos versatile learn definition switch ways versatile learn definition switch ways brothers help skills time deal intoxicate drink crew know fade years twelfth loco santa city give pride kick chill homies westside bear raise baby latin little latin friends think ways end stick cause flop swing thing rain like rain drop snap cause shop rock style hipper shade go friends foes close ughthe locos
diamond & the psychotic neurotics,"stunts, blunts, & hip hop",hip hop,stunt best friend grin young boys ounce glass sit club carry front girl scheme skin stunt best friend subway rid benz eye contact lens sip moet drink heineken like dark like lightskinned play rooster play stunt best friend gotta blunt bambú want cents hawaiian bud yeah want doctor growth stunt smoke junk trooper young punk gotta blunt homeboy chillin stunt puff buddha cess skunk give kick like football punt money spunt trump boom spot bump listen thelonious monk gotta blunt hiphop legacy know future know past thank kool herc grandmaster flash afrika jam blast cold crush pass grand wizard hand fast fantastic leave cash busy crush hash treacherous surpass jeckyll hyde life fast fearless splash force party jazzy yeah smash funky neighborhood bash wasn cash legacy continue
lighter shade of brown,check it out,hip hop,play song dance night long play song dance night long play song dance night long play song dance night long hear test school school come twist lighter shade bring funky rhythm time live days depart dicso fever travolta finish start walk street ghetto blaster bump thump break beat urge nowadays type flavor certain behavior lighter shade return favor give prop play funk know play freestyle funk flow crowd scream jump wasn thing steady bop head girls say dang dang ringa dang digga digga digga dang dang ringa dang digga digga swing school funk bump trunk relax kick smooth dope style commence mood groove cause gonna checka checka checka check check step right shade flavor flavor come save hear word goin goin go come play funky song remember know wicked pick pick like check rappers boast brag hit cause shade wreck check bust rhyme record hippity loco peep game vocals reminisce gonna like say school versatile flex band skill know prop play funky song
kris kross,it don't stop (hip hop classic),hip hop,party people dream fulfil seat right rough rough tough tough come rhyme like call daddy bustin routines like niggas krossed doubt get ladies pulsate dominate chillin willin gettin nothin creatin devastatin place nigga niggas makin fakin chillin time cold playin rhyme sayin get spit crap sing wanna lemme know ring like keepin daddy break hesitate whack whack talk smack stop quit stop quit stop quit servin little fool like stop quit stop quit stop quit servin little fool like stand cause real deal like coke yellow cause speak stage emcee play daddy mellow place hard hard pull card card shin shin near shin like shoot like boyega boyega niggas better cause emcee emcee play shock night jump feel wrath bomb come come diddy come stop quit stop quit stop quit servin little fool like stop quit stop quit stop quit servin little fool like word kross bring give proper dudes niggas school better believe peace
nice & smooth,return of the hip hop freaks,hip hop,artist nice smooth album nile song return freak smooth nice daddy mhmm mean real players leave mean go rewrite mackin book baby mean cause hear daddy mean talkin bout like talkin bout talkin bout return freak return freak return freak wanna nasty wanna weak nice plus equal black hair butter soft skin chucky say friends walk strut alright shake butt nail file neat petite perfume aroma smell sweet wanna witness baby tell feel shed light appeal cock block tonight tell girlfriend chill pass prophylactic pill poon tank stink massengill peace arkill cypress coochie smooth come equip funky beat like fronter runner dip winter dip summer nice money bring rain snow hail earthquake york brooklyn handle girly bita twin sister sherita poon poon ask beat fist beat think idea sweeter butter complexion super erection couldn protection strap tight ready flight destination motel tonight ahhh schooly wahwah return freak return freak return freak wanna nasty wanna weak
xscape,hip hop barber shop request line,hip hop,word word real skitle hiphop barber shop dedication send partner percalating city mind request line tell tell call skitle shaquera call college wanna dedicate want xscape nigga night know check know persons night shut shaquera college gotta comin request line people pick phone skitle request line
trina,tryin' to get my groove on,hip hop,holla holla girl holla holla girl holla holla girl yeah akon holla holla tpain holla holla need quit girl need quit girls outside wanna cruise know machine wanna summin roll thighs girl doin want plenty drink plenty plenty water plenty things comin california bank believe afford stop playin actin like like know wanna ride cause lamborghini doors gorillas women somebody fuck tryna holla holla holla holla holla holla holla holla holla holla holla holla holla holla holla holla tryna holla holla holla holla holla holla holla holla holla girl gotta truck outside sittin twentysixes bout step ride bitch like girls kissin tryna girl club gotta groove wanna roll nigga nigga like girls cause wanna kissin tryna world actin like like know wanna ride cause lamborghini doors gorillas women somebody fuck shawty say want player money actin funny tryin prove nothin shawty tryna summin yeah shawty tryna holla holla roll pennies stack dollars tryna cause baby tryna leave actin like like know wanna ride cause lamborghini doors gorillas women somebody fuck
frank t,"ya ke'sto no es pop, es hip-hop/rap",hip hop,throw obvious fly recollection million difficult feel little disappoint pass look right naked oblivious throw obvious eye fall eye tragedy expect little wound cause throw obvious occur eye fall eye tragedy apparently apparently
black noise,feel my flow,hip hop,alarm harm fear invade vein say halt turn say halt turn away turn feel right right go away alarm harm warn sign beat scream instinctive pin needle mind fight flight feel flow blood alarm alarm warn sign feel
ghostface killah,fast life,hip hop,yeah word doubt ghostface champ amazin suede shoelacin sheraton years probation dental appointment clock gold ring later catch flick hoe somethin heavy mind night crime spoonface shoot tighter hiker tims like blood brothers problem woman instance see spoon demoore whiztle seed headin door come face face embrace blow kiss look spoon girl face face grin smile like sneaky bitch brownsville thug life live kill body cause real fast life fast life cause fast life thing know fast life cause fast life life know rison power gunpowder ammunition blowin fireworks ambition come gettin close doors doin freaky elevator floor want like want piece wasn lease rest peace somebody come decease grave slave infatuate ways couldn save fake fake last eternity live life fast fast life fast life fast life fast life cause fast life thing know fast life cause fast life life know fast life cause fast life thing know fast life cause fast life life know
brand nubian,play it cool,hip hop,play cool slow sadat nature humans wanna wanna fight write bygones bygones cash astill niggas know alot bitch york ripe kill stack live aight rest night want theatrics soft tactics alot actors movies actors game shit place reach people confuse word choose brand nubian combo grand puba ensemble nigga hungry piece fry fish know alamo years pass beef pass beef wack rappers slide skin teeth label able stop prop promotions money damn thing funny real life ring circus down carousel know check money grand puba go doubt doubt diggedy doogie nigga niggas move slow tell weak cypher come visit niggas know dlow sadat cool bag save shred niggas like confetti bag loot jetti ready learn put niggas ruin comin strong like ewing knick knack save wack stem crack know gut nasty sluts string butt roach deluxe doogie know shit sadat money push bungaloo tell motehr return blue better try hear time give loot fuking women location lyric deep pass cut niggas like drive niggas money shit grand puba stud doogie flow go
black noise,so-called coloured folks,hip hop,genesis okay okay bitch know fuck time pimp want corner right corner hour bitch motherfucking fuck head start suck bitch watseba notice build grab attention swagga jackers backups sidekicks main villains look like children glimpse pimp eye opposite shrink grow size believe despise cause haters blue everybody know know wanna come treat like think bluff puff thing know time kick doors like damn disbelief feel steez like damn disbelief like damn disbelief like damn disbelief want drop want carpet mustang ride school cobra vroom vroom ride fuck window book face poetic drive abide devil murder scene dramatize swag dead commit suicide bring hood leave alive cousin pack bang bang hide paranoid null void white folks say black noise black noise boom black bang leave shoe sandbox fuck dickies rock grow shit plus pussy like check attitude gotta gratitude gotta thank dead body cool kick bucket heaven send mental stimulant damn forgive children hell bend make cents mother government shit know hold covenant fuck write charter industries parliament depart like aircraft rough condition blow proud pimp steez endless rappers better fee finish spit holy water christen outro haha real know fuck track
fabolous,can you hear me,hip hop,know miss picture like go remember good time time dedicate song niggas lay niggas lay hear know hear niggas kind quick holla bitch line quick draw nigga nines time diffrent shit bitch differ tell sniff whif keep close nose come hoe nigga try smell wrong wasn long hear dedicate song setup stick girl pick upper help chop brick pickup pant leanin head chest best husslin shit downfall trust bitch fuck remember sell bricks powder turn hours care spend money like hours benz like horsepower chain rollie pinky ring come likely blunt pretty lady nikes want know keep like cell phone speak pick jail tone wasn go blow know black wouldn past harass finally black tell nigga freeze back shots fire trigger finger tire newspapers say nigga dead fuck catch nice great titties face pretty everybody know date time dealer thats state share dirt world nigga think hurtin girl tell queen stay castle away hassle pass enemies wanna blast stay years pair convince come hang year awhile smile codefendant trial start go move run niggas warn slide tell girl drop park somebody blow fuck
mase,get ready,hip hop,right girl make feel right ask make dream real taht outta sight look baby cause come bring true ready ready gonna ready ready cause come ready cause come ready cause come wanna play hide seek remind outta sight fiddley fiddley look baby cause come bringin true ready ready gonna ready ready cause come ready cause come comin ready cause come friends want understand outta sight twiddley twiddley look baby cause come bringin true ready ready gonna ready ready cause come ready cause come ready cause come everyday
jagged edge,where the party at,hip hop,talk yeah yeah ooooooooooooh ooooooooooooh ooooooooooooh ooooooooooooh jag edge party know trippin club little represent like cause round slick pick ride shotgun couple belvedere rear club pull dub bout sure playin hang lam sayin hook jag edge party girls bacardi bottle model talkin know forget thugs party girls party club party party hear ooooooooooooh ooooooooooooh ooooooooooooh ooooooooooooh party know girls club best outfit showin skin tryna nigga wanna spit girl friend need come lock white tshirt threepiece suit matter wear matter jiggy straight grindin club good time hook party dirty crackin right onethirty early come doorags tims past little benz roll stem rim enemies friends slidin past doors eye close arm charm freeze soso buyin bottle bottle leave quick leave blaze jam baby club like bacardi come baby wrong twist right spliffed shit actin like miss miss hook jag edge leave hand throw right hand throw everybody hand throw beat come rybody eastside mutha hell yeah southside mutha hell yeah haters hittin talkin bout look like party hear
ginuwine,there it is,hip hop,say work finger bone know wanna know bust live good girl want baby ungrateful shit ungrateful shit complanin dont know shit note light house note house note think shit nothingwhat think workin want listen best need harder work baby baby wouldn want life lead think live good life yeah practically scotfree yeah ungrateful shit talkin bout bein worse yeah like earn somethin round clear shit note light house note think shit workin want second pack shit outta gotta gotta baby appreciate like know workin workin hard everyday baby listen serve serve overtime yeah tryin note light house note shit note light house note think shit workin want
sindicato argentino del hip hop,srm (sindicato rima maestra),hip hop,yeah hustle quarter block quarter pennies tell kick rock stash party whack nigga pass cash till shit spit straight facts paper talk moon walk moon gaup fuck cop guess head cause know give head niggas bread bakery burn bread make years shit save cave stressin bald head clean cause lead random body fuck dead fuck mess spit closet real take beat okay get get heat get loud get dream dream get money yeah know cop come run door motherfucker look sianara comma slice like sword come fuck mouth like yous actor beast coast illest villains hand ceilings couple millions fuck track diss listen glisten godlier yeah piss faggot blow boom gotta bomb squad squad thank take time wake write fuck song fuck poltians illumnati superstion fuck student tuition misson get nigga kitchen whippin whip fuck get shoot limp bros fuck know green mean fuck christmas handout years grow grow people look think thug run right streets take look look hand dough middle finger rest peace
dr. dre,the next episode,hip hop,ladadadadah motherfuckin dodoubleg snoop dogg ladadadadah know mobbin yeah yeah yeah know motherfucker blaze weed blaze blaze blaze shit nigga yeah snoop dogg bite nigga burn shit dpgc nigga turn shit yeah hookin bang club baby thug niggas drug dealers yeah givin lowlife life livin takin chance dancin party sure slip fortyfo bitch lookin strange know care step motherfucker aswangin hair bitch quit talkin crip walk bullet dope father crack bitch shut trap come success believe relievin stress ladadadadah motherfuckin motherfucker ladadadadah know mobbin dodoubleg straight fuckin streets beat ride fleet fleetwood coupe deville dub feel whoopty whoop nigga snoop chronic llac sippin gnac yeah clip strap dippin hood hood compton long beach inglewood south central california california nigga gang bail century club jeans team strong drink smoke home somethin poke bitch twotripleoh comin real episode hold niggas thinkin soft play gonna wheel fall hold niggas actin bold seat ready episode smoke weed
payo malo,na ma se que cantar,hip hop,fall apart start fall apart fall apart fall apart fall apart start fall apart like touch fall apart fall apart walk away wish promise keep wish leave clear happen fall apart form start fall apart like touch fall apart fall apart walk away know want know like okay clear happen fall apart start fall apart like touch fall apart fall apart walk away walk away hat wait mind wind wing wind wing waste take leave place waste take leave place take space best shoot pick fall apart start fall apart like touch fall apart fall apart walk away fall apart start fall apart like touch fall apart fall apart walk away walk away walk away
dj tomekk,intro,hip hop,سلام وعليكم وخويا كورتيس نسلمو الجزائر نسلمو أزباك wussup azpak wanna shout baby say thank know represent everyday know say east azpak azpak respect come africa know blaze check represent algeria azpak flow azpak flow jeru damaja yeah yeah tomekk berlin shout homie azpak afro hesse berlin house
fill black,pa mi gente,hip hop,someday go belong play role cause save soul perfect world long long curse shadow haunt gather city answer follow endless question hand reflection feel things yesterdays better live forever someday go belong long break people break feel feel numb know bleed light darkness bond save yeah feel things yesterdays believe today better live forever someday go belong play role cause save soul perfect world long light vengeance waste world know sleep silence need laugh someday go someday belong yeah someday go someday belong play role cause save soul perfect world long long
obie trice,well known asshole,hip hop,scratch fact unbelivable trice know asshole wanna shut fuckin mouth child child aiyo massive trice weak mutherfuckers step rear techniques sweet embryo tour fetus birth belive pound ounce child crowd music blisteratin systems loud turn party guinness stout talk shit knock thug doubt bring terror change mascara clever ryhmes like whateva talk shit smack unlimited time know focus buzz like locust dopest nigga variations flip bird like dimonique dog flip bath roll dawgs ready settin shit hiohop shop block nuttin thugs mean dog slug break ounces suds floor niggas want catch tour local record store finest entertainment finest tell wasn grimiest variations think game curse leave service dyin hungry thirsty mind like take girl virginity leave clip nigga tempt track ride thang whatevas leave thats undecided violent hittin state like riot attract crowd newborns retire admire man know trice nigga know asshole fact know asshole scratch shut fuckin mouth child scratch fact unbelivable trice know asshole scratch shut fuckin mouth child lemme demonstrate scratch infact unbelivable trice know asshole variations
la fossa,this is my hip hop,hip hop,york toronto mexico panama cape australia taiwan tokyo hong kong russia ukraine scotland norway london germany talent tone silent grow streets bust heat deal narcotics rapper artist paint image retard start feel open hearted like giotto gangster like paint like picasso hole slow like castro condo take bathrobe know go sickest flow hood misunderstand haters interpret plan know land major understand think album single know music lethal tryna reach people young black poet try showbiz guarantee globe know york toronto mexico panama cape australia taiwan tokyo hong kong russia ukraine scotland norway london germany world like viral fuck title rival turn momma suicidal dead arrival madden vinyl cairo gyro word bible quran mission wasn impossible beat odds shall meet logical come earth like fossil fuel smoke embalm fluid
lovebug starski,you've gotta believe,hip hop,gotta believe gotta believe time best things bother believe things think drown trouble word wisdom come gotta believe gotta believe things wrong overtake gotta believe tell gotta believe everybody shake suffer misery keep know things understand things look change good want things winner stand tough cause quitters kick shelf remember believe gotta believe gotta believe things wrong overtake gotta believe tell gotta believe everybody shake gotta believe cause look forward better lord work mysterious ways know tomorrow bring change things upstairs plan stand look like remember word gotta believe gotta believe things wrong overtake gotta believe tell gotta believe everybody shake
lovebug starski,starski (live at the disco fever),hip hop,hello everybody starski true true story tell listen gonna ball dive dive clean ears open eye cause rockin rhythm snug like hug ladies lovebug onon fever break akeep goin strong fever aright belong hand backbone slip metal pedal heat beat cause people wack wack people bump bump people ride people middle wiggle time look look tree starski starski little bawbababaw babaw babawbabawba bawbababaw babaw babawbabawba bawbababaw diggy diggy diggy diggy dang shoo lovebug guarantee pay money donation hear best sound fever creation ayesyes ayoung lady crazy homeboys know noise money money money money money money money money money money acome money money money money money money money money money money somebody scream wooooooo little ahop hibby dibby hibby dibby hibby sure body little hibbity hibbity dahib ahop mess need bawbababaw shoo cause guarantee body fever breather fever believer
gene ammons,it's the talk of the town,jazz,lovers sweethearts hard understand know happen know start strangers plan face anyplace people stop stare hard everybody know leave talk time meet heart skip beat stop speak week everybody know leave talk send invitations friends relations announce weddin friends relations give congratulations face sweetheart stay apart foolish pride like end talk face sweetheart stay apart foolish pride like end talk talk
gene ammons,you go to my head,jazz,head linger like haunt refrain spin round brain like bubble glass champagne head like sparkle burgundy brew mention like kicker julep thrill think think plea cast spell hold head smile make temperature rise like summer thousand july intoxicate soul eye certain heart hasn ghost crazy romance head head
bud powell,yesterdays,jazz,music speak start hear musicians like dizzy gillespie recommend somebody music study hungrier hungrier sound electronic instrument keyboard instrument electronic pianos particularly like fender roads electric piano electric clavinet like electric clavicord string little rubber hammer string press like think sort guitar like clavinet sound wahwah thing go kinds things signal source alter sound wahwah peddle wahwah sound clavinet keyboard instrument truly keyboard instrument small synthesizer universe sound representative trillion sound grind zero preconceive ideas go play rhythmically melodically harmonically know go emerge moment moment real leader kind music focus shift music come right center room vehicles direction begin somepoint emerge explosion kind walk jazz time like
tony bennett,stranger in paradise,jazz,hand stranger paradise lose wonderland stranger paradise stand starry eye danger paradise mortals stand like face ascend common place rarest space hang suspend know care answer fervent prayer stranger paradise send dark despair hunger open arm stranger paradise tell need stranger
dean martin,zing-a zing-a zing boom,jazz,zinga zinga zinga zinga zinga zinga zinga zingboom zinga zinga zinga zinga zing boom funny keep sing zinga zinga zinga zinga zing boom memory keep ring zinga zinga zinga zinga zing boom work charm hearts cling start dance ticket romance music play dancers sway cabellero feel cupid arrow dance true heart zinga zinga boom zinga zinga zinga zinga zing boom escape music get zinga zinga zinga zinga zing boom forget let zinga zinga zinga zinga zing boom worry upset thing away blue zinga zinga zinga zinga zing boom music play dancers sway zinga zinga boom cabellero feel cupid arrow zinga zinga boom dance true zinga zinga boom heart zinga zinga boom zinga zinga boom zinga zinga zinga zinga zing boom zinga zinga zinga zinga zing boom escape music get zinga zinga zinga zinga zing boom forget let zinga zinga zinga zinga zing boom worry upset thing away blue zinga zinga boom zinga zinga boom zinga zingaboom zinga zinga boom boom
dean martin,be honest with me,jazz,honest dear remember dear true wander land honest poor heart break dear untrue asleep awake dear dream darling honest return dear kinda yearn dear forget dear sweet memory honest
dean martin,three wishes,jazz,wish simple wish wish wish days gladness sweet true second wish dream house cozy fireside wish wish wish days gladness sweet true second wish dream house cozy fireside wish
dean martin,just for fun,jazz,softly sigh close maybe agree hand magic land seek constantly tingle tingle mingle pretend begin play stay try tingle tingle mingle pretend begin play stay try
dean martin,absence makes the heart grow fonder (for somebody else),jazz,leave know grieve remember absence make heart grow fonder somebody dearly sincerely remember absence make heart grow fonder somebody away mice play blue away fretful forgetful remember absence make heart grow fonder somebody away mice play blue away fretful forgetful remember absence make heart grow fonder somebody somebody
dean martin,"vieni su (say you love me, too)",jazz,vieni vieni vieni come years long wait vieni vieni long wait vieni vieni
